CTD,20190916CURRSGCMR
# The Antarctic Circumnavigation Expedition was made possible by funding from the Swiss Polar Institute and Ferring Pharmaceuticals.
# Data license: This dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0.
# These data should be cited as: Henry, T., Robinson, C., Haumann, F.A., Thomas, J., Hutchings, J., Schuback, N., Tsukernik, M. and Leonard, K. (2019) Physical and biogeochemical oceanography from Conductivity, Temperature, Depth (CTD) rosette deployments during the Antarctic Circumnavigation Expedition (ACE). (Version 1.0), [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3247384
# Depth in salt water in meters from pressure in decibars using latitude as input to calculate local gravity as per Fofonoff & Millard Jnr 1983 Unesco Techical Report in Marine Science no.44
NUMBER_HEADERS = 12
EXPOCODE = RUB320161220
SECT_ID = ACE02
EVENTNBR = 1093
STNNBR = 33
CASTNO = 10
CASTTYPE = upcast
BOTTOM_DATE = 20170130
BOTTOM_TIME = 0851
BOTTOM_LATITUDE = -67.063925
BOTTOM_LONGITUDE = 144.950411666667
BOTTOM_DEPTH = 618.84
EXPOCODE,STNNBR,CASTNO,DATETIME_UTC,LATITUDE,LONGITUDE,CTDPRS,CTDPRS_FLAG_W,DEPTH,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDDENS,CTDDENS_FLAG_W,CTDSOUND,CTDSOUND_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDOXYSAT,CTDOXYSAT_FLAG_W,CTDFLUOR1,CTDFLUOR1_FLAG_W,CTDFLUOR1Q,CTDFLUOR1Q_FLAG_W,CTDFLUOR2,CTDFLUOR2_FLAG_W,CTDFLUOR2Q,CTDFLUOR2Q_FLAG_W,BACKSC,BACKSC_FLAG_W,PAR,PAR_FLAG_W
,,,YYYY-MM-DDTHH:MM:SS+HH:MM,N,E,DBAR,FLAG,METERS,ITS-90,FLAG,PSS-78,FLAG,KG/M^2,FLAG,M/S,FLAG,UMOL/KG,FLAG,UMOL/KG,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,1/M,FLAG,UMOL/M^2/S,FLAG
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,1.0,2,0.989,-0.5347,4,13.751,4,1010.9523,4,1418.19,4,398.91,4,419.33449,4,0.23092966492769385,4,0.21671850341340151,4,1.0976075147838302,4,5.926629106548575,4,-6879.485104689156,9,76.858,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,2.0,2,1.98,-0.5445,2,32.5446,3,1026.157,3,1443.36,3,368.424,1,359.79531,1,0.08707189257829276,4,0.08385954359811693,4,4.632605386685397,2,5.926629106548575,2,-6879.485159500589,9,60.813,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,3.0,2,2.972,-0.545,2,32.5449,2,1026.162,2,1443.37,2,368.885,1,359.79982,1,0.09312989329091438,4,0.08953384987364305,4,4.658587877398467,2,5.926629106548575,2,-6879.48515950253,9,44.912,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,4.0,2,3.961,-0.5451,2,32.5449,2,1026.1668,2,1443.38,2,367.785,1,359.80058,1,0.09456408832724772,4,0.09087574743343646,4,4.499630704899926,2,5.926629106548575,2,-6879.485159502761,9,35.107,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,5.0,2,4.95,-0.544,2,32.5444,2,1026.1712,2,1443.4,2,368.699,1,359.79138,1,0.0900338615167236,4,0.0866351782827058,4,3.8405788894150477,2,5.926629106548575,2,-6879.485159498908,9,27.547,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,6.0,2,5.939,-0.5503,2,32.5448,2,1026.1765,2,1443.39,2,368.719,1,359.85065,1,0.09596158107293988,4,0.09218278438021286,4,4.128410688155783,2,5.926629106548575,2,-6879.48515951455,9,21.792,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,7.0,2,6.93,-0.5504,2,32.546,2,1026.1824,2,1443.41,2,368.315,1,359.849,1,0.09092533316636105,4,0.08747008968573688,4,4.69488634727579,2,5.926629106548575,2,-6879.4851595179125,9,16.566,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,8.0,2,7.921,-0.5504,2,32.5466,2,1026.1877,2,1443.43,2,367.636,1,359.84658,1,0.09025165503569722,4,0.0868391738890542,4,5.265100710370258,2,5.926629106548575,2,-6879.485159519478,9,13.284,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,9.0,2,8.909,-0.5506,2,32.5462,2,1026.1923,2,1443.44,2,368.854,1,359.84882,1,0.0927320910362162,4,0.08916155119397999,4,4.568149912978965,2,5.926629106548575,2,-6879.4851595188975,9,10.69,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,10.0,2,9.9,-0.5502,2,32.5473,2,1026.1981,2,1443.46,2,368.462,1,359.84189,1,0.08754480594679695,4,0.08430287268644945,4,5.156920735605447,2,5.926629106548575,2,-6879.485159520841,9,8.7114,2
RUB320161220,33,10,2017-01-30T08:51:28+00:00,-67.063925,144.950411666667,11.0,2,10.891,-0.5497,2,32.5475,2,1026.2031,2,1443.48,2,367.845,1,359.83675,1,0.08861026143165027,4,0.08530144325291455,4,5.185695734325548,2,5.926629106548575,2,-6879.4851595202035,9,7.1345,2
