CTD,20190916CURRSGCMR
# The Antarctic Circumnavigation Expedition was made possible by funding from the Swiss Polar Institute and Ferring Pharmaceuticals.
# Data license: This dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0.
# These data should be cited as: Henry, T., Robinson, C., Haumann, F.A., Thomas, J., Hutchings, J., Schuback, N., Tsukernik, M. and Leonard, K. (2019) Physical and biogeochemical oceanography from Conductivity, Temperature, Depth (CTD) rosette deployments during the Antarctic Circumnavigation Expedition (ACE). (Version 1.0), [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3247384
# Depth in salt water in meters from pressure in decibars using latitude as input to calculate local gravity as per Fofonoff & Millard Jnr 1983 Unesco Techical Report in Marine Science no.44
NUMBER_HEADERS = 12
EXPOCODE = RUB320161220
SECT_ID = ACE03
EVENTNBR = 2625
STNNBR = 91
CASTNO = 5
CASTTYPE = downcast
BOTTOM_DATE = 20170308
BOTTOM_TIME = 1842
BOTTOM_LATITUDE = -59.5033183333333
BOTTOM_LONGITUDE = -21.009315
BOTTOM_DEPTH = 397.846
EXPOCODE,STNNBR,CASTNO,DATETIME_UTC,LATITUDE,LONGITUDE,CTDPRS,CTDPRS_FLAG_W,DEPTH,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDDENS,CTDDENS_FLAG_W,CTDSOUND,CTDSOUND_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDOXYSAT,CTDOXYSAT_FLAG_W,CTDFLUOR1,CTDFLUOR1_FLAG_W,CTDFLUOR1Q,CTDFLUOR1Q_FLAG_W,CTDFLUOR2,CTDFLUOR2_FLAG_W,CTDFLUOR2Q,CTDFLUOR2Q_FLAG_W,BACKSC,BACKSC_FLAG_W,PAR,PAR_FLAG_W
,,,YYYY-MM-DDTHH:MM:SS+HH:MM,N,E,DBAR,FLAG,METERS,ITS-90,FLAG,PSS-78,FLAG,KG/M^2,FLAG,M/S,FLAG,UMOL/KG,FLAG,UMOL/KG,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,1/M,FLAG,UMOL/M^2/S,FLAG
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,3.0,4,2.967,1.7658,4,33.7,4,1026.7314,4,1455.03,4,312.524,4,335.92572,4,-999,9,-999,9,0.12477395720012001,4,0.20564767158421712,4,0.0008391393323734545,4,1e-12,4
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,4.0,2,3.972,1.7692,2,33.6998,2,1027.0537,2,1455.58,2,312.445,1,335.89685,1,-999,9,-999,9,0.13526127230978838,2,0.20564767158421712,2,0.0008565005589489347,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,5.0,2,4.96,1.7701,2,33.7001,2,1026.9711,2,1455.46,2,312.3,1,335.88924,1,-999,9,-999,9,0.13569953125624393,2,0.20564767158421712,2,0.000823447095891914,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,6.0,2,5.939,1.7706,2,33.7001,2,1026.9758,2,1455.48,2,312.214,1,335.8842,1,-999,9,-999,9,0.13080037733923155,2,0.20564767158421712,2,0.0008828086542147246,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,7.0,2,6.935,1.7708,2,33.7003,2,1026.9807,2,1455.49,2,312.344,1,335.88228,1,-999,9,-999,9,0.1242528341700258,2,0.20564767158421712,2,0.0008840481148625547,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,8.0,2,7.927,1.7731,2,33.7003,2,1026.9853,2,1455.52,2,312.157,1,335.86273,1,-999,9,-999,9,0.1375433722336848,2,0.20564767158421712,2,0.0009018197334502747,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,9.0,2,8.911,1.7726,2,33.7007,2,1026.9904,2,1455.53,2,311.925,1,335.86601,1,-999,9,-999,9,0.13726799535821851,2,0.20564767158421712,2,0.0008897665408625246,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,10.0,2,9.906,1.7739,2,33.7021,2,1026.9961,2,1455.56,2,312.243,1,335.85157,1,-999,9,-999,9,0.14078161206492787,2,0.20564767158421712,2,0.0008619447905066726,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,11.0,2,10.901,1.7738,2,33.702,2,1027.0007,2,1455.57,2,312.718,1,335.85261,1,-999,9,-999,9,0.13016318816298467,2,0.20564767158421712,2,0.0009109757958064875,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,12.0,2,11.886,1.775,2,33.7024,2,1027.0057,2,1455.6,2,312.545,1,335.84122,1,-999,9,-999,9,0.23885896768698198,2,0.20564767158421712,2,0.0008936924948023285,3,1e-12,2
RUB320161220,91,5,2017-03-08T18:42:04+00:00,-59.5033183333333,-21.009315,13.0,2,12.873,1.7747,2,33.7022,2,1027.0102,2,1455.61,2,312.208,1,335.84485,1,-999,9,-999,9,0.14808493151582042,2,0.20564767158421712,2,0.0009276421826574803,3,1e-12,2
