CTD,20190916CURRSGCMR
# The Antarctic Circumnavigation Expedition was made possible by funding from the Swiss Polar Institute and Ferring Pharmaceuticals.
# Data license: This dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0.
# These data should be cited as: Henry, T., Robinson, C., Haumann, F.A., Thomas, J., Hutchings, J., Schuback, N., Tsukernik, M. and Leonard, K. (2019) Physical and biogeochemical oceanography from Conductivity, Temperature, Depth (CTD) rosette deployments during the Antarctic Circumnavigation Expedition (ACE). (Version 1.0), [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3247384
# Depth in salt water in meters from pressure in decibars using latitude as input to calculate local gravity as per Fofonoff & Millard Jnr 1983 Unesco Techical Report in Marine Science no.44
NUMBER_HEADERS = 12
EXPOCODE = RUB320161220
SECT_ID = ACE02
EVENTNBR = 1105
STNNBR = 40
CASTNO = 17
CASTTYPE = downcast
BOTTOM_DATE = 20170131
BOTTOM_TIME = 0823
BOTTOM_LATITUDE = -66.7518966666667
BOTTOM_LONGITUDE = 146.200811666667
BOTTOM_DEPTH = 342.281
EXPOCODE,STNNBR,CASTNO,DATETIME_UTC,LATITUDE,LONGITUDE,CTDPRS,CTDPRS_FLAG_W,DEPTH,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDDENS,CTDDENS_FLAG_W,CTDSOUND,CTDSOUND_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDOXYSAT,CTDOXYSAT_FLAG_W,CTDFLUOR1,CTDFLUOR1_FLAG_W,CTDFLUOR1Q,CTDFLUOR1Q_FLAG_W,CTDFLUOR2,CTDFLUOR2_FLAG_W,CTDFLUOR2Q,CTDFLUOR2Q_FLAG_W,BACKSC,BACKSC_FLAG_W,PAR,PAR_FLAG_W
,,,YYYY-MM-DDTHH:MM:SS+HH:MM,N,E,DBAR,FLAG,METERS,ITS-90,FLAG,PSS-78,FLAG,KG/M^2,FLAG,M/S,FLAG,UMOL/KG,FLAG,UMOL/KG,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,1/M,FLAG,UMOL/M^2/S,FLAG
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,3.0,2,2.97,-0.0518,4,33.3004,4,1026.7503,2,1446.67,2,306.882,4,353.07149,4,0.1057671957071683,4,0.10133988918421351,4,8.597822607513985,2,8.530724752163907,2,-6879.485160325694,9,71.608,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,4.0,2,3.965,-0.0907,2,33.0712,2,1026.5719,2,1446.2,2,359.524,1,354.06274,1,0.10678192403967565,4,0.10228618178716403,4,8.661227509618023,2,8.530724752163907,2,-6879.485159824152,9,48.995,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,5.0,2,4.95,-0.0874,2,33.0681,2,1026.5746,2,1446.23,2,357.179,1,354.04017,1,0.09199683200856325,4,0.08847331861920028,4,7.15024925257688,2,8.530724752163907,2,-6879.4851598086425,9,35.474,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,6.0,2,5.939,-0.0961,2,33.067,2,1026.5786,2,1446.2,2,357.146,1,354.12491,1,0.09566185964129428,4,0.0919025059446803,4,8.499135298680446,2,8.530724752163907,2,-6879.485159825617,9,26.561,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,7.0,2,6.931,-0.0967,2,33.0661,2,1026.5829,2,1446.22,2,357.119,1,354.1321,1,0.09628143881630356,4,0.0924818672200802,4,9.101879799981775,2,8.530724752163907,2,-6879.485159824662,9,19.466,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,8.0,2,7.921,-0.097,2,33.065,2,1026.5869,2,1446.23,2,357.55,1,354.13839,1,0.09076675306881217,4,0.08732158681896422,4,9.9053307677219,2,8.530724752163907,2,-6879.485159822509,9,14.391,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,9.0,2,8.91,-0.0973,2,33.0647,2,1026.5915,2,1446.24,2,357.127,1,354.14131,1,0.09610149918404731,4,0.09231361800225561,4,10.102628572057794,2,8.530724752163907,2,-6879.485159822418,9,10.818,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,10.0,2,9.9,-0.1013,2,33.0662,2,1026.5977,2,1446.24,2,356.773,1,354.17475,1,0.09301052579257328,4,0.0894221396140108,4,10.147850054303989,2,8.530724752163907,2,-6879.4851598354,9,8.3458,2
RUB320161220,40,17,2017-01-31T08:23:40+00:00,-66.7518966666667,146.200811666667,11.0,2,10.891,-0.1011,2,33.0657,2,1026.602,2,1446.26,2,356.538,1,354.17471,1,0.09776285002364861,4,0.09386671715907527,4,10.285873779932937,2,8.530724752163907,2,-6879.4851598336545,9,6.3498,2
