CTD,20190916CURRSGCMR
# The Antarctic Circumnavigation Expedition was made possible by funding from the Swiss Polar Institute and Ferring Pharmaceuticals.
# Data license: This dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0.
# These data should be cited as: Henry, T., Robinson, C., Haumann, F.A., Thomas, J., Hutchings, J., Schuback, N., Tsukernik, M. and Leonard, K. (2019) Physical and biogeochemical oceanography from Conductivity, Temperature, Depth (CTD) rosette deployments during the Antarctic Circumnavigation Expedition (ACE). (Version 1.0), [Data set]. Zenodo. https://doi.org/10.5281/zenodo.3247384
# Depth in salt water in meters from pressure in decibars using latitude as input to calculate local gravity as per Fofonoff & Millard Jnr 1983 Unesco Techical Report in Marine Science no.44
NUMBER_HEADERS = 12
EXPOCODE = RUB320161220
SECT_ID = ACE02
EVENTNBR = 1465
STNNBR = 55
CASTNO = 26
CASTTYPE = downcast
BOTTOM_DATE = 20170208
BOTTOM_TIME = 2017
BOTTOM_LATITUDE = -70.1819466666667
BOTTOM_LONGITUDE = -159.073295
BOTTOM_DEPTH = 3875
EXPOCODE,STNNBR,CASTNO,DATETIME_UTC,LATITUDE,LONGITUDE,CTDPRS,CTDPRS_FLAG_W,DEPTH,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDDENS,CTDDENS_FLAG_W,CTDSOUND,CTDSOUND_FLAG_W,CTDOXY,CTDOXY_FLAG_W,CTDOXYSAT,CTDOXYSAT_FLAG_W,CTDFLUOR1,CTDFLUOR1_FLAG_W,CTDFLUOR1Q,CTDFLUOR1Q_FLAG_W,CTDFLUOR2,CTDFLUOR2_FLAG_W,CTDFLUOR2Q,CTDFLUOR2Q_FLAG_W,BACKSC,BACKSC_FLAG_W,PAR,PAR_FLAG_W
,,,YYYY-MM-DDTHH:MM:SS+HH:MM,N,E,DBAR,FLAG,METERS,ITS-90,FLAG,PSS-78,FLAG,KG/M^2,FLAG,M/S,FLAG,UMOL/KG,FLAG,UMOL/KG,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,MG/M^3,FLAG,1/M,FLAG,UMOL/M^2/S,FLAG
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,4.0,2,3.961,-0.4503,2,33.5552,2,1026.979,2,1445.18,2,344.65,1,356.07399,1,0.23334845244441557,2,0.36739594518366336,2,0.2065106319036539,2,0.5183126150664721,2,-6879.4851619000665,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,5.0,2,4.945,-0.4794,2,33.5491,2,1026.98,2,1445.05,2,343.373,1,356.36402,1,0.2747425372927905,2,0.36739594518366336,2,0.3136631115311894,2,0.5183126150664721,2,-6879.485161952324,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,6.0,2,5.947,-0.5004,2,33.551,2,1026.987,2,1444.97,2,343.811,1,356.55612,1,0.29393741197352846,2,0.36739594518366336,2,0.3629916349270253,2,0.5183126150664721,2,-6879.48516200632,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,7.0,2,6.926,-0.4937,2,33.5473,2,1026.9891,2,1445.02,2,343.333,1,356.50287,1,0.303582898300055,2,0.36739594518366336,2,0.31324775716257874,2,0.5183126150664721,2,-6879.485161981122,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,8.0,2,7.923,-0.5067,2,33.5484,2,1026.9952,2,1444.98,2,343.636,1,356.62237,1,0.42577275541421816,2,0.36739594518366336,2,0.797938849723193,2,0.5183126150664721,2,-6879.485162014366,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,9.0,2,8.909,-0.5015,2,33.547,2,1026.9991,2,1445.02,2,344.635,1,356.57744,1,0.46494812102747546,2,0.36739594518366336,2,0.6549632423070567,2,0.5183126150664721,2,-6879.485161998594,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,10.0,2,9.893,-0.5055,2,33.548,2,1027.0049,2,1445.01,2,343.963,1,356.61195,1,0.4960988885902093,2,0.36739594518366336,2,0.6941339149235555,2,0.5183126150664721,2,-6879.485162010529,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,11.0,2,10.893,-0.5037,2,33.5474,2,1027.0092,2,1445.04,2,343.521,1,356.59654,1,0.5984024934346613,2,0.36739594518366336,2,1.3400217002227501,2,0.5183126150664721,2,-6879.485162004771,9,1e-12,2
RUB320161220,55,26,2017-02-08T20:17:01+00:00,-70.1819466666667,-159.073295,12.0,2,11.88,-0.4849,2,33.544,2,1027.0106,2,1445.14,2,344.142,1,356.42993,1,0.8595526805872756,2,0.7789661138450468,2,1.225919938719362,2,1.0799167466485933,2,-6879.485161952049,9,1e-12,2
