date_time,latitude,longitude,fix_quality,number_satellites,horiz_dilution_of_position,altitude,altitude_units,geoid_height,geoid_height_units,device_id,speed,measureland_qualifier_flag_overall
2017-01-01T00:00:00+00:00,-46.3770723978333,51.8116690953333,5,8,0.129,6.523,M,43.1,M,63,,2
2017-01-01T01:00:00+00:00,-46.3777516666667,51.808840000000004,1,13,0.8,39.9,M,,,64,0.3602427297129546,1
2017-01-01T02:00:00+00:00,-46.3785666666667,51.8097333333333,1,12,0.9,37.2,M,,,64,0.24852801298212765,1
2017-01-01T03:00:00+00:00,-46.3778,51.8118733333333,1,13,0.9,44.7,M,,,64,0.36024274967844794,1
2017-01-01T04:00:00+00:00,-46.3783283333333,51.812026666666696,1,16,0.7,43.6,M,,,64,0.6138743086326984,1
2017-01-01T05:00:00+00:00,-46.377873333333305,51.81204,1,14,0.9,45.5,M,,,64,0.2485311687065439,1
2017-01-01T06:00:00+00:00,-46.3778083333333,51.8118716666667,1,15,0.7,41.6,M,,,64,0.4376559365954153,1
2017-01-01T07:00:00+00:00,-46.37761500000001,51.811801666666696,1,14,0.7,44.4,M,,,64,0.24853233073377545,1
2017-01-01T08:00:00+00:00,-46.378105,51.8120483333333,1,12,1.1,40.1,M,,,64,0.4376551698140557,1
2017-01-01T09:00:00+00:00,-46.37901,51.811995,1,13,0.8,44.4,M,,,64,0.36024274967844794,1
2017-01-01T10:00:00+00:00,-46.3788033333333,51.8119316666667,1,14,0.8,40.6,M,,,64,0.7621449923390402,1
2017-01-01T11:00:00+00:00,-46.37923882800001,51.8119724908333,5,9,0.128,8.5,M,43.1,M,63,0.4537706681075922,1
2017-01-01T12:00:00+00:00,-46.3739466666667,51.903355,1,13,0.8,46.9,M,,,64,13.305490320091552,1
2017-01-01T13:00:00+00:00,-46.58031,51.8578066666667,1,14,0.9,42.8,M,,,64,12.024060053664206,1
2017-01-01T14:00:00+00:00,-46.6845183333333,51.8027816666667,1,15,0.8,41.7,M,,,64,3.1356728672614205,1
2017-01-01T15:00:00+00:00,-46.718035,51.863904999999995,1,16,0.8,41.0,M,,,64,13.689014499469755,1
2017-01-01T16:00:00+00:00,-46.794025,52.1913433333333,1,12,1.0,36.9,M,,,64,14.285810682990332,1
2017-01-01T17:00:00+00:00,-46.8686916666667,52.5211883333333,1,13,0.8,38.8,M,,,64,14.10000937136257,1
2017-01-01T18:00:00+00:00,-46.941805,52.85026,1,12,0.9,38.2,M,,,64,14.478220360074644,1
2017-01-01T19:00:00+00:00,-47.01372,53.17997,1,15,0.7,35.0,M,,,64,13.960773333699734,1
2017-01-01T20:00:00+00:00,-47.0859666666667,53.5079783333333,1,14,0.7,35.3,M,,,64,13.852460346755011,1
2017-01-01T21:00:00+00:00,-47.1577616666667,53.830438333333305,1,13,0.9,36.0,M,,,64,14.032311077042506,1
2017-01-01T22:00:00+00:00,-47.2327383333333,54.1562366666667,1,15,0.7,33.1,M,,,64,14.245492841519065,1
2017-01-01T23:00:00+00:00,-47.3042216666667,54.4839233333333,1,13,0.8,35.3,M,,,64,14.481478734509896,1
2017-01-02T00:00:00+00:00,-47.3755226135,54.810940043,5,7,0.128,1.93,M,40.7,M,63,13.39544329251034,1
2017-01-02T01:00:00+00:00,-47.448028333333305,55.1296116666667,1,13,0.8,33.6,M,,,64,13.943023066692454,1
2017-01-02T02:00:00+00:00,-47.520005,55.447175,1,14,0.8,37.4,M,,,64,14.176480539392989,1
2017-01-02T03:00:00+00:00,-47.589826666666696,55.7666966666667,1,15,0.8,37.2,M,,,64,13.137471975110845,1
2017-01-02T04:00:00+00:00,-47.6580666666667,56.08755,1,16,0.7,36.7,M,,,64,13.330279735077994,1
2017-01-02T05:00:00+00:00,-47.72772,56.409021666666696,1,13,0.9,38.0,M,,,64,14.039895159670406,1
2017-01-02T06:00:00+00:00,-47.800843333333304,56.7411866666667,1,14,0.8,38.0,M,,,64,14.876317800824525,1
2017-01-02T07:00:00+00:00,-47.8741583333333,57.0766116666667,1,14,0.8,37.0,M,,,64,14.205406460448373,1
2017-01-02T08:00:00+00:00,-47.94761,57.40945,1,11,1.3,35.6,M,,,64,14.081537792686946,1
2017-01-02T09:00:00+00:00,-48.020836666666696,57.74565,1,14,0.8,37.5,M,,,64,15.286804601683812,1
2017-01-02T10:00:00+00:00,-48.0952283333333,58.0935716666667,1,15,0.7,38.0,M,,,64,14.412519752402284,1
2017-01-02T11:00:00+00:00,-48.16957,58.4314666666667,1,15,0.8,37.5,M,,,64,14.392972789767914,1
2017-01-02T12:00:00+00:00,-48.23192,58.718545,1,16,0.7,37.3,M,,,64,14.701972789297919,1
2017-01-02T13:00:00+00:00,-48.3066083333333,59.054223333333304,1,16,0.8,34.0,M,,,64,13.883588152140955,1
